Organisation Code,Organisation Label,Effective Date,Organisational Unit,Service Division Label,Category Internal Name,Purpose,Detailed Expenditure Code,Payment Date,Transaction Number,Irrecoverable VAT Amount,Amount,Capital Or Revenue,Beneficiary Name,Procurement Card
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Transfer Payments & Transfers to Reserves?,Young Peoples Activities & Expenses,63036,05/03/2026,2603-05406,0.00,20.55,R,Cash Acorn Lodge Childrens Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Transport & Vehicles?,Public Transport Expenses,34010,05/03/2026,2603-05407,0.00,6.00,R,Cash Acorn Lodge Childrens Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Supplies & Services?,First Aid Requisites,21004,12/03/2026,2603-05408,0.00,6.49,R,Cash Acorn Lodge Childrens Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Supplies & Services?,Food & Drink,23031,12/03/2026,2603-05409,0.00,56.22,R,Cash Acorn Lodge Childrens Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Supplies & Services?,Teaching Materials,22002,12/03/2026,2603-05410,0.00,17.90,R,Cash Acorn Lodge Childrens Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Transfer Payments & Transfers to Reserves?,Payments to Residents,62022,12/03/2026,2603-05411,0.00,255.00,R,Cash Acorn Lodge Childrens Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Transfer Payments & Transfers to Reserves?,Young Peoples Activities & Expenses,63036,12/03/2026,2603-05412,0.00,9.80,R,Cash Acorn Lodge Childrens Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Supplies & Services?,Food & Drink,23031,19/03/2026,2603-05413,0.00,13.59,R,Cash Adel Beck Secure Childrens Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Supplies & Services?,Food & Drink,23031,19/03/2026,2603-05414,0.00,117.86,R,Cash Adel Beck Secure Childrens Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Supplies & Services?,General Amenities for Service Users,27085,19/03/2026,2603-05415,0.00,150.31,R,Cash Adel Beck Secure Childrens Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Supplies & Services?,General Amenities for Service Users,27085,19/03/2026,2603-05416,0.00,141.91,R,Cash Adel Beck Secure Childrens Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Supplies & Services?,Operational Furniture & Equipment,21003,19/03/2026,2603-05417,0.00,30.67,R,Cash Adel Beck Secure Childrens Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Transfer Payments & Transfers to Reserves?,Payments to Residents,62022,19/03/2026,2603-05418,0.00,326.20,R,Cash Adel Beck Secure Childrens Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Transfer Payments & Transfers to Reserves?,Payments to Residents,62022,19/03/2026,2603-05419,0.00,499.00,R,Cash Adel Beck Secure Childrens Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Transport & Vehicles?,Car Parking,34012,19/03/2026,2603-05420,0.00,211.50,R,Cash Adel Beck Secure Childrens Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Transport & Vehicles?,Car Parking,34012,19/03/2026,2603-05421,0.00,17.90,R,Cash Adel Beck Secure Childrens Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Supplies & Services?,Food & Drink,23031,26/03/2026,2603-05422,0.00,8.94,R,Cash Adel Beck Secure Childrens Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Transfer Payments & Transfers to Reserves?,Payments to Residents,62022,26/03/2026,2603-05423,0.00,257.50,R,Cash Adel Beck Secure Childrens Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Transport & Vehicles?,Car Parking,34012,26/03/2026,2603-05424,0.00,58.80,R,Cash Adel Beck Secure Childrens Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Supplies & Services?,Teaching Materials,22002,19/03/2026,2603-05425,0.00,94.24,R,Cash Adel St John The Baptist,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Resources & Strategy (A&H),Third Party Payments?,PFS Level 4 Fees,52014,26/03/2026,2603-05426,0.00,500.00,R,CASH Albert Court Residents Allowance,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Supplies & Services?,Postages,24012,26/03/2026,2603-05427,0.00,10.25,R,Cash ALLERTON C OF E PRIMARY SCHOOL,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Supplies & Services?,Teaching Materials,22002,26/03/2026,2603-05428,0.00,211.64,R,Cash ALLERTON C OF E PRIMARY SCHOOL,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Transport & Vehicles?,Car Parking,34012,26/03/2026,2603-05429,0.00,7.71,R,Cash ALLERTON C OF E PRIMARY SCHOOL,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Transport & Vehicles?,Vehicle Maintenance,32001,26/03/2026,2603-05430,0.00,8.33,R,Cash ALLERTON C OF E PRIMARY SCHOOL,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Resources & Strategy (A&H),Third Party Payments?,PFS Level 4 Fees,52014,12/03/2026,2603-05431,0.00,1260.00,R,Cash Audby Lane SLS,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Resources & Strategy (A&H),Third Party Payments?,PFS Level 4 Fees,52014,26/03/2026,2603-05432,0.00,1260.00,R,Cash Audby Lane SLS,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Supplies & Services?,Teaching Materials,22002,25/03/2026,2603-05433,0.00,96.65,R,Cash Bankside Primary School,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Premises?,Maintenance of Buildings,13001,12/03/2026,2603-05434,0.00,30.00,R,Cash Barnard Close/Primrose CH,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Supplies & Services?,Food & Drink,23031,12/03/2026,2603-05435,0.00,235.35,R,Cash Barnard Close/Primrose CH,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Supplies & Services?,Homewares,23021,12/03/2026,2603-05436,0.00,11.81,R,Cash Barnard Close/Primrose CH,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Third Party Payments?,Allowances - Transport,52045,12/03/2026,2603-05437,0.00,48.54,R,Cash Barnard Close/Primrose CH,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Transfer Payments & Transfers to Reserves?,Payments to Residents,62022,12/03/2026,2603-05438,0.00,102.50,R,Cash Barnard Close/Primrose CH,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Supplies & Services?,Food & Drink,23031,26/03/2026,2603-05439,0.00,91.43,R,Cash Barnard Close/Primrose CH,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Supplies & Services?,Homewares,23021,26/03/2026,2603-05440,0.00,18.72,R,Cash Barnard Close/Primrose CH,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Third Party Payments?,Allowances - Transport,52045,26/03/2026,2603-05441,0.00,137.01,R,Cash Barnard Close/Primrose CH,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Transfer Payments & Transfers to Reserves?,Payments to Residents,62022,26/03/2026,2603-05442,0.00,69.50,R,Cash Barnard Close/Primrose CH,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Transfer Payments & Transfers to Reserves?,Young Peoples Activities & Expenses,63036,26/03/2026,2603-05443,0.00,23.00,R,Cash Barnard Close/Primrose CH,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Premises?,Cleaning,15027,05/03/2026,2603-05444,0.00,45.00,R,Cash Bridge Street Childrens Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Supplies & Services?,Food & Drink,23031,05/03/2026,2603-05445,0.00,55.43,R,Cash Bridge Street Childrens Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Supplies & Services?,General Amenities for Service Users,27085,05/03/2026,2603-05446,0.00,12.00,R,Cash Bridge Street Childrens Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Transport & Vehicles?,Fuel (LCC Supplies),33020,05/03/2026,2603-05447,0.00,2.00,R,Cash Bridge Street Childrens Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Transport & Vehicles?,Public Transport Expenses,34010,05/03/2026,2603-05448,0.00,57.24,R,Cash Bridge Street Childrens Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Premises?,Cleaning,15027,26/03/2026,2603-05449,0.00,60.88,R,Cash Bridge Street Childrens Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Supplies & Services?,Food & Drink,23031,26/03/2026,2603-05450,0.00,114.85,R,Cash Bridge Street Childrens Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Supplies & Services?,General Amenities for Service Users,27085,26/03/2026,2603-05451,0.00,43.04,R,Cash Bridge Street Childrens Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Transport & Vehicles?,Passenger Transport,36060,26/03/2026,2603-05452,0.00,45.40,R,Cash Bridge Street Childrens Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Premises?,Maintenance of Buildings,13001,05/03/2026,2603-05453,0.00,29.45,R,Cash BRUDENELL PRIMARY SCHOOL,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Supplies & Services?,First Aid Requisites,21004,05/03/2026,2603-05454,0.00,43.33,R,Cash BRUDENELL PRIMARY SCHOOL,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Supplies & Services?,Office Consumables,24010,05/03/2026,2603-05455,0.00,58.47,R,Cash BRUDENELL PRIMARY SCHOOL,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Supplies & Services?,Other Hired & Contracted Services,25065,05/03/2026,2603-05456,0.00,9.68,R,Cash BRUDENELL PRIMARY SCHOOL,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Supplies & Services?,Teaching Materials,22002,05/03/2026,2603-05457,0.00,58.46,R,Cash BRUDENELL PRIMARY SCHOOL,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Premises?,Cleaning,15027,12/03/2026,2603-05458,0.00,47.07,R,Cash CALVERLANDS DAY CENTRE,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Supplies & Services?,First Aid Requisites,21004,12/03/2026,2603-05459,0.00,2.00,R,Cash CALVERLANDS DAY CENTRE,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Supplies & Services?,Food & Drink,23031,12/03/2026,2603-05460,0.00,43.33,R,Cash CALVERLANDS DAY CENTRE,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Supplies & Services?,General Amenities for Service Users,27085,12/03/2026,2603-05461,0.00,13.16,R,Cash CALVERLANDS DAY CENTRE,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Supplies & Services?,Homewares,23021,12/03/2026,2603-05462,0.00,21.95,R,Cash CALVERLANDS DAY CENTRE,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Supplies & Services?,Food & Drink,23031,05/03/2026,2603-05463,0.00,108.30,R,Cash Cherry Trees Childrens Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Supplies & Services?,Food & Drink,23031,05/03/2026,2603-05464,0.00,39.00,R,Cash Cherry Trees Childrens Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Supplies & Services?,Operational Furniture & Equipment,21003,05/03/2026,2603-05465,0.00,43.98,R,Cash Cherry Trees Childrens Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Third Party Payments?,Allowances - Transport,52045,05/03/2026,2603-05466,0.00,28.20,R,Cash Cherry Trees Childrens Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Transfer Payments & Transfers to Reserves?,Payments to Residents,62022,05/03/2026,2603-05467,0.00,136.80,R,Cash Cherry Trees Childrens Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Transfer Payments & Transfers to Reserves?,Payments to Residents,62022,05/03/2026,2603-05468,0.00,32.89,R,Cash Cherry Trees Childrens Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Transport & Vehicles?,Public Transport Expenses,34010,05/03/2026,2603-05469,0.00,58.60,R,Cash Cherry Trees Childrens Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Supplies & Services?,Clothing & Uniforms,23041,19/03/2026,2603-05470,0.00,35.60,R,Cash Cherry Trees Childrens Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Supplies & Services?,Food & Drink,23031,19/03/2026,2603-05471,0.00,222.39,R,Cash Cherry Trees Childrens Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Supplies & Services?,General Amenities for Service Users,27085,19/03/2026,2603-05472,0.00,124.23,R,Cash Cherry Trees Childrens Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Supplies & Services?,Homewares,23021,19/03/2026,2603-05473,0.00,24.00,R,Cash Cherry Trees Childrens Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Third Party Payments?,Allowances - Transport,52045,19/03/2026,2603-05474,0.00,188.60,R,Cash Cherry Trees Childrens Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Transfer Payments & Transfers to Reserves?,Payments to Residents,62022,19/03/2026,2603-05475,0.00,68.56,R,Cash Cherry Trees Childrens Home,No
