Organisation Code,Organisation Label,Effective Date,Organisational Unit,Service Division Label,Category Internal Name,Purpose,Detailed Expenditure Code,Payment Date,Transaction Number,Irrecoverable VAT Amount,Amount,Capital Or Revenue,Beneficiary Name,Procurement Card
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children and Families,Social Care ,Supplies and Services,Bedding & Linen,222,30/12/2025,2602-00118,0.00,211.95,R,Absolute,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children and Families,Social Care ,Supplies and Services,Bedding & Linen,222,03/01/2026,2602-00119,0.00,46.15,R,Absolute,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children and Families,Social Care ,Supplies and Services,Food & Drink,231,24/12/2025,2602-00120,0.00,60.87,R,Abu Bakar Limited,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,"Communities, Housing and Environment",Communities ,Supplies and Services,Food & Drink,231,20/01/2026,2602-00121,0.00,43.93,R,Abu Bakar Limited,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,"Communities, Housing and Environment",Communities ,Supplies and Services,Food & Drink,231,22/01/2026,2602-00122,0.00,39.93,R,Abu Bakar Limited,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,"Communities, Housing and Environment",Communities ,Supplies and Services,Food & Drink,231,23/01/2026,2602-00123,0.00,15.25,R,Abu Bakar Limited,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,"Communities, Housing and Environment","Climate, Energy & Greenspaces ",Employees,Professional Subscriptions,89,12/01/2026,2602-00124,0.00,30.00,R,Abwak,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Social Care,Third Party Payments?,General External Residential Placements,52001,13/02/2026,2602-00125,0.00,7553.44,R,AC RESIDENTIAL GROUP LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Social Care,Third Party Payments?,Semi-Supported Independent Living,52020,19/02/2026,2602-00126,0.00,7553.44,R,AC RESIDENTIAL GROUP LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Social Care,Third Party Payments?,Semi-Supported Independent Living,52020,20/02/2026,2602-00127,0.00,7553.44,R,AC RESIDENTIAL GROUP LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Social Care,Third Party Payments?,General External Residential Placements,52001,27/02/2026,2602-00128,0.00,6474.38,R,AC RESIDENTIAL GROUP LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Social Care,Third Party Payments?,General External Residential Placements,52001,27/02/2026,2602-00129,0.00,1079.06,R,AC RESIDENTIAL GROUP LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Social Care,Third Party Payments?,General External Residential Placements,52001,02/02/2026,2602-00130,0.00,66428.35,R,ACACIA THERAPY HOMES LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,10/02/2026,2602-00131,0.00,2960.00,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,10/02/2026,2602-00132,0.00,2100.00,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,10/02/2026,2602-00133,0.00,2625.00,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,10/02/2026,2602-00134,0.00,1800.00,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,10/02/2026,2602-00135,0.00,2850.00,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,10/02/2026,2602-00136,0.00,2400.00,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,10/02/2026,2602-00137,0.00,1875.00,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,10/02/2026,2602-00138,0.00,2240.00,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,10/02/2026,2602-00139,0.00,1820.00,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,10/02/2026,2602-00140,0.00,2030.00,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,10/02/2026,2602-00141,0.00,1820.00,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,10/02/2026,2602-00142,0.00,1960.00,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,10/02/2026,2602-00143,0.00,1650.00,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,10/02/2026,2602-00144,0.00,1950.00,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,10/02/2026,2602-00145,0.00,3450.00,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,10/02/2026,2602-00146,0.00,1833.37,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,10/02/2026,2602-00147,0.00,1600.00,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,10/02/2026,2602-00148,0.00,2700.00,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,10/02/2026,2602-00149,0.00,2100.00,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,10/02/2026,2602-00150,0.00,2475.00,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,10/02/2026,2602-00151,0.00,4350.00,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,10/02/2026,2602-00152,0.00,1550.00,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,10/02/2026,2602-00153,0.00,35.00,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,11/02/2026,2602-00154,0.00,2550.00,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,11/02/2026,2602-00155,0.00,2145.00,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,11/02/2026,2602-00156,0.00,2170.00,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children and Families,Social Care ,Supplies and Services,Operational Materials,205,01/01/2026,2602-00157,0.00,35.62,R,Access Diagnostics,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Social Care,Third Party Payments?,Placement Support,52050,06/02/2026,2602-00158,0.00,84.00,R,Ace Domestic Cleaning Services,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Adults & Health,Social Work & Social Care Services,Third Party Payments?,Residential,51702,25/02/2026,2602-00159,0.00,20065.76,R,Achieve Together Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Learning,Supplies & Services?,Bought in Professional Services,25077,06/02/2026,2602-00160,0.00,14740.33,R,ACKWORTH SCHOOL,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Learning,Supplies & Services?,Bought in Professional Services,25077,06/02/2026,2602-00161,0.00,14740.33,R,ACKWORTH SCHOOL,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Learning,Supplies & Services?,Bought in Professional Services,25077,06/02/2026,2602-00162,0.00,14740.33,R,ACKWORTH SCHOOL,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Learning,Supplies & Services?,Bought in Professional Services,25077,06/02/2026,2602-00163,0.00,23679.70,R,ACKWORTH SCHOOL,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Learning,Supplies & Services?,Bought in Professional Services,25077,06/02/2026,2602-00164,0.00,23679.70,R,ACKWORTH SCHOOL,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Learning,Supplies & Services?,Bought in Professional Services,25077,06/02/2026,2602-00165,0.00,14740.33,R,ACKWORTH SCHOOL,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Learning,Supplies & Services?,Bought in Professional Services,25077,06/02/2026,2602-00166,0.00,14740.33,R,ACKWORTH SCHOOL,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Learning,Supplies & Services?,Bought in Professional Services,25077,06/02/2026,2602-00167,0.00,14740.33,R,ACKWORTH SCHOOL,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Learning,Supplies & Services?,Bought in Professional Services,25077,06/02/2026,2602-00168,0.00,23679.70,R,ACKWORTH SCHOOL,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Learning,Supplies & Services?,Bought in Professional Services,25077,06/02/2026,2602-00169,0.00,14740.33,R,ACKWORTH SCHOOL,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Learning,Supplies & Services?,Bought in Professional Services,25077,06/02/2026,2602-00170,0.00,23679.70,R,ACKWORTH SCHOOL,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Learning,Supplies & Services?,Bought in Professional Services,25077,06/02/2026,2602-00171,0.00,23679.70,R,ACKWORTH SCHOOL,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Learning,Supplies & Services?,Bought in Professional Services,25077,06/02/2026,2602-00172,0.00,23679.70,R,ACKWORTH SCHOOL,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Learning,Supplies & Services?,Bought in Professional Services,25077,06/02/2026,2602-00173,0.00,23679.70,R,ACKWORTH SCHOOL,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Learning,Supplies & Services?,Bought in Professional Services,25077,06/02/2026,2602-00174,0.00,23679.70,R,ACKWORTH SCHOOL,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Learning,Supplies & Services?,Bought in Professional Services,25077,06/02/2026,2602-00175,0.00,23679.70,R,ACKWORTH SCHOOL,No
